player_id,player_name,team_name,season_id,season_name,primary_position,secondary_position,player_season_minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster
30500,Kevin Nahin Álvarez Campos,América,317,2024/2025,Right Back,Right Wing Back,2738.9998,1.7578888390263367,2.7002941331054355,-1.6416933573778776,-0.3844349618654222,-2.410867603043477,-1.9885616767520446,0.5334386043457611,1
43555,Erick Daniel Sánchez Ocegueda,América,317,2024/2025,Right Defensive Midfielder,Right Centre Midfielder,3012.8833,7.618490697158666,-2.6584153167235365,-3.75671413475873,-2.4779899430248564,0.3713739596830902,-0.08895964620805182,-4.12370483894734,0
6357,Jonathan dos Santos Ramírez,América,317,2024/2025,Left Defensive Midfielder,Centre Defensive Midfielder,1766.3,-0.15223089128486147,-5.754791078778101,3.3818115597848917,-0.7496640403935394,-2.7266716401481004,-1.584494309294404,-0.04040473105490566,2
26350,Jaime Gómez Valencia,Querétaro,317,2024/2025,Right Back,Right Wing Back,1203.7667,-1.2573403588718932,1.2216990567328552,-0.9205883556177378,0.6088094868202296,1.0117716392298672,-2.8434696737729097,0.9781567499771697,1
27948,Kevin Rafael Escamilla Moreno,Querétaro,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,2228.317,-4.177929199778899,-3.7165071672756023,-0.6553415781132036,-0.6183487878597974,1.7053232779202128,-0.4776519923851783,0.11194339884989836,2
30635,Francisco Eduardo Venegas Moreno,Querétaro,317,2024/2025,Left Back,Left Centre Back,2154.0002,-3.457668435248225,2.488252753609823,1.3510365835613827,0.18947202487102005,2.0200319283566754,1.2574385766756861,0.9818387162082339,1
29265,Alan Jhosué Cervantes Martín del Campo,América,317,2024/2025,Right Defensive Midfielder,Left Defensive Midfielder,2148.7334,-2.3090205983004406,-4.620860287334198,-0.5213723079395619,-2.6765945862021363,-0.7860360590933152,-1.5655141266436547,-0.5687120984389993,2
28510,Erick Germain Aguirre Tafolla,Monterrey,317,2024/2025,Right Back,Right Wing Back,1296.8165,-1.5510764861466562,0.7655384037625029,2.573999560950962,-0.3422422411319736,-1.7178397187597763,0.8807453300605389,-1.7756987800031045,1
27896,Gerardo Daniel Arteaga Zamora,Monterrey,317,2024/2025,Left Back,Left Centre Back,3519.8672,-0.7780599653209886,2.3206928058985414,-0.6515856368276254,-2.246567541891237,-2.3906057004615495,-0.7473010343325289,-1.231209708558081,1
28540,Omar Israel Mendoza Martín,Querétaro,317,2024/2025,Right Back,Right Wing Back,2195.2168,-4.81110006278042,2.721750604750142,1.1939971066696178,1.308320459632114,0.6151859533372155,-0.062314747528231164,-0.20577373716711977,1
